id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
100216,Adrián,Álvarez,CC,3926142939,1998-03-27,2026-08-10,Basico,739.0,Buenos Aires,Argentina,Activo,Portal Web
100217,Hernán,Giraldo,CC,8562185016,1991-03-25,2026-03-30,Premium,375.0,Lima,Peru,Activo,Corresponsal Bancario
100218,Cristina,García,CC,9996504773,1993-10-04,2026-03-25,Premium,768.0,Lima,Peru,Activo,App Movil
100219,Maritza,Ibarra,CC,6296194311,1988-01-21,2025-10-16,Basico,702.0,Cali,Colombia,Activo,Corresponsal Bancario
100220,Alba,Rivera,CC,2655110475,1961-07-19,2026-03-26,Basico,781.0,Santiago,Chile,Activo,App Movil
100221,Cristian,López,CC,1267888610,2007-10-04,2026-06-05,Basico,630.0,Lima,Peru,Activo,App Movil
100222,Andrea,Cortés,CC,9956046618,1980-06-07,2026-05-24,Estandar,443.0,Santiago,Chile,Activo,Oficina
100223,Anderson,Mantilla,CC,9826224447,2007-10-20,2026-04-15,Estandar,693.0,Cali,Colombia,Activo,Portal Web
100224,Milena,Pérez,CC,4647154379,1994-04-25,2026-06-09,Basico,777.0,Lima,Peru,Activo,Corresponsal Bancario
100225,David,Cruz,CC,2406596575,1975-02-01,2026-08-24,Estandar,742.0,Lima,Peru,Activo,App Movil
100226,Gabriela,Bravo,CC,9245937526,1987-10-23,2026-07-09,Estandar,583.0,Medellin,Colombia,Activo,Portal Web
100227,Eder,Jiménez,CC,7935646519,2001-03-31,2026-06-10,Basico,658.0,Cali,Colombia,Inactivo,Oficina
100228,Alejandra,Bolívar,CC,2807374167,1997-07-22,2025-12-25,Estandar,596.0,Ciudad de Mexico,Mexico,Activo,App Movil
100229,Isabel,Suárez,CC,4266179796,1980-01-19,2025-10-31,Basico,568.0,Buenos Aires,Argentina,Activo,Portal Web
100230,Andrés,Salgado,CC,6805891135,1996-12-26,2026-01-28,Basico,745.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
100231,Claudia,Ávila,CC,9656101438,1986-02-10,2026-05-06,Basico,530.0,Santiago,Chile,Activo,Portal Web
100232,Mauricio,Velásquez,CC,9375679825,1988-01-20,2026-06-10,Basico,560.0,Lima,Peru,Activo,Portal Web
100233,Damián,Ramos,CC,4611254573,1995-11-06,2026-05-19,Estandar,539.0,Santiago,Chile,Activo,Portal Web
100234,José,Romero,CC,1775140105,1963-08-12,2026-01-20,Basico,500.0,Buenos Aires,Argentina,Activo,Oficina
100235,Jesús,Buitrago,CC,2382825867,1981-03-21,2026-05-18,Estandar,664.0,Ciudad de Mexico,Mexico,Activo,App Movil
100236,Cristina,Parra,CC,2266093796,2008-04-13,2026-01-31,Basico,766.0,Lima,Peru,Activo,Oficina
100237,Ligia,Rueda,CC,3419182553,1986-06-26,2026-04-17,Basico,631.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
100238,Ester,Muñoz,CC,7859696915,1996-03-21,2026-06-10,Estandar,499.0,Cali,Colombia,Activo,Oficina
100239,Dayana,Cruz,CC,2499125134,1978-01-22,2026-02-12,Estandar,733.0,Guadalajara,Mexico,Activo,Portal Web
100240,Martha,Arias,CC,2866929662,1997-11-19,2026-03-16,Basico,818.0,Barranquilla,Colombia,Activo,Oficina
100241,Derly,Montoya,CC,2827422579,1990-08-18,2026-02-10,Basico,585.0,Guadalajara,Mexico,Activo,Oficina
100242,Luz,Mosquera,CC,0723688767,1982-02-26,2026-08-06,Premium,602.0,Buenos Aires,Argentina,Activo,Portal Web
100243,Marleny,Villa,CC,7219034043,1978-01-02,2025-09-19,Basico,701.0,Ciudad de Mexico,Mexico,Activo,Corresponsal Bancario
100244,Andrés,Pérez,CC,7978819148,2003-07-17,2026-04-14,Basico,812.0,Buenos Aires,Argentina,Activo,Oficina
100245,Armando,Morales,CC,0783613407,1993-09-01,2025-11-13,Basico,598.0,Cali,Colombia,Activo,Portal Web
100246,Lina,Prieto,CC,1713395962,1994-08-01,2026-04-29,Premium,516.0,Medellin,Colombia,Activo,Corresponsal Bancario
100247,David,Serna,CC,3095849825,1996-03-18,2026-07-17,Elite,713.0,Guadalajara,Mexico,Activo,App Movil
100248,Nilson,Jiménez,CC,9481260422,1967-03-31,2026-08-12,Estandar,729.0,Cali,Colombia,Activo,Oficina
100249,Tatiana,Amaya,CC,3672946671,1984-04-01,2026-07-18,Premium,650.0,Buenos Aires,Argentina,Activo,Oficina
100250,Fernando,Cuéllar,CC,1684577590,2003-12-03,2025-09-19,Basico,594.0,Santiago,Chile,Activo,Portal Web
100251,Gabriel,Sanabria,CC,1751863637,1976-10-24,2026-08-17,Basico,,Santiago,,Activo,Portal Web
100252,Alba,Salcedo,CC,5892975001,1963-08-01,2026-04-11,Estandar,702.0,Guadalajara,Mexico,Activo,App Movil
100253,Antonio,Perea,CC,0127706324,1976-01-29,2025-11-25,Estandar,573.0,Lima,Peru,Activo,App Movil
100254,Cecilia,Saavedra,CC,4154152064,2007-08-13,2026-02-14,Basico,654.0,Lima,Peru,Activo,Corresponsal Bancario
100255,Daniel,Tovar,CC,6110371293,1994-03-09,2026-03-11,Estandar,514.0,Ciudad de Mexico,Mexico,Activo,Portal Web
100256,José,Marín,CC,0516271361,1972-12-16,2026-03-30,Basico,718.0,Cali,Colombia,Activo,Portal Web
100257,Miguel,López,CC,5542622189,1997-06-12,2025-11-29,Basico,623.0,Medellin,Colombia,Activo,Oficina
100258,María,Bernal,CC,7532697311,1982-10-29,2026-08-16,Basico,606.0,Buenos Aires,Argentina,Activo,Portal Web
100259,Isabel,González,CC,6565234138,1979-05-17,2026-04-25,Estandar,,Guadalajara,,Activo,Oficina
100260,Alberto,Camargo,CC,4043898364,2000-04-29,2026-08-08,Premium,654.0,Bogota,Colombia,Inactivo,Oficina
100261,Jorge,Páez,CC,3761379180,1989-04-15,2026-08-13,Premium,739.0,Barranquilla,Colombia,Activo,App Movil
100262,Geovanny,Saavedra,CC,2696582710,2008-01-22,2026-02-24,Basico,709.0,Bogota,Colombia,Activo,Corresponsal Bancario
100263,Juan,Rodríguez,CC,3006848666,2000-10-14,2026-04-06,Basico,,Cali,,Activo,Oficina
100264,Ana,Montoya,CC,9241418328,1992-04-07,2025-12-11,Basico,726.0,Santiago,Chile,Activo,Oficina
100265,Teresa,Orozco,CC,1463031617,2003-07-14,2025-12-31,Basico,690.0,Lima,Peru,Activo,Corresponsal Bancario
100266,David,Martínez,CC,2102027588,1968-11-24,2026-01-30,Estandar,607.0,Santiago,Chile,Activo,Corresponsal Bancario
100267,Julián,Camargo,CC,2524105648,2006-08-25,2026-08-04,Basico,637.0,Ciudad de Mexico,Mexico,Activo,App Movil
100268,Patricia,Amaya,CC,9177850792,1993-11-23,2026-08-18,Basico,635.0,Lima,Peru,Activo,App Movil
100269,Aura,Muñoz,CC,1913800030,1986-11-04,2026-05-13,Estandar,700.0,Medellin,Colombia,Activo,Corresponsal Bancario
100270,Gilma,Flórez,CC,2208635365,1971-05-20,2026-07-08,Premium,613.0,Buenos Aires,Argentina,Activo,Portal Web
100271,Luisa,García,CC,5180238061,2005-10-15,2025-12-07,Estandar,610.0,Lima,Peru,Activo,Portal Web
100272,Henry,Gaviria,CC,4518705349,1974-10-27,2025-10-20,Estandar,846.0,Buenos Aires,Argentina,Activo,App Movil
100273,Julián,Mena,CC,3759738320,1988-04-04,2026-04-14,Premium,743.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
100274,León,Rodríguez,CC,8505064138,2000-07-01,2025-10-17,Basico,573.0,Cali,Colombia,Activo,Corresponsal Bancario
100275,Horacio,Guerrero,CC,0241038657,1983-02-11,2025-11-29,Basico,707.0,Lima,Peru,Activo,Corresponsal Bancario
100276,Aldemar,García,CC,1826199062,1985-12-13,2026-05-15,Basico,661.0,Barranquilla,Colombia,Activo,Portal Web
100277,Leidy,Muñoz,CC,5655743132,1996-04-29,2026-05-05,Elite,689.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
100278,Julio,Orozco,CC,2127756185,1988-03-20,2025-10-29,Basico,663.0,Medellin,Colombia,Activo,App Movil
100279,Octavio,Rojas,CC,4741124903,1993-06-28,2025-12-25,Estandar,768.0,Medellin,Colombia,Activo,Oficina
100280,Fredy,Valencia,CC,1356804420,1986-11-29,2026-03-07,Estandar,684.0,Santiago,Chile,Activo,Oficina
100281,Joaquín,Ordóñez,CC,8831712100,1981-09-04,2026-01-14,Estandar,643.0,Cali,Colombia,Activo,Oficina
100282,Álvaro,Riascos,CC,2365199410,1969-03-10,2026-08-11,Basico,754.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
100283,Deiby,Ramírez,CC,7215107029,2002-11-11,2026-03-15,Basico,673.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
100284,Karol,Vanegas,CC,7066253244,1963-07-23,2026-08-12,Premium,662.0,Buenos Aires,Argentina,Activo,App Movil
100285,Cindy,Sánchez,CC,9993476870,2007-10-23,2026-06-15,Premium,681.0,Santiago,Chile,Activo,Portal Web
100286,Andrea,Flórez,CC,6383806578,1989-10-13,2025-10-03,Premium,640.0,Santiago,Chile,Activo,Oficina
100287,Julio,Herrera,CC,9856420593,1980-09-18,2026-02-02,Estandar,650.0,Bogota,Colombia,Activo,App Movil
100288,María,Arrieta,CC,4078593213,1985-07-01,2025-09-24,Estandar,591.0,Santiago,Chile,Activo,Corresponsal Bancario
100289,Alexander,Ortiz,CC,0396522395,1995-12-30,2025-10-30,Basico,574.0,Medellin,Colombia,Activo,Portal Web
100290,Mario,Benavides,CC,9059929378,1991-02-23,2026-04-21,Basico,,Cali,,Activo,Oficina
100291,Natalia,Rincón,CC,1039308705,1993-11-12,2025-11-19,Estandar,510.0,Barranquilla,Colombia,Activo,App Movil
100292,Gerardo,Ramírez,CC,2525002921,1996-01-01,2026-07-13,Estandar,562.0,Santiago,Chile,Activo,Corresponsal Bancario
100293,Edgar,Estrada,CC,1569154522,1978-08-27,2026-08-20,Premium,632.0,Santiago,Chile,Activo,Oficina
100294,Miguel,Mendoza,CC,7528953926,1984-01-27,2025-12-30,Basico,660.0,Barranquilla,Colombia,Activo,App Movil
100295,Viviana,Pacheco,CC,2209690295,1996-09-21,2026-03-08,Premium,622.0,Bogota,Colombia,Activo,Corresponsal Bancario
100296,Marco,Bolaños,CC,3917251355,1978-08-12,2026-03-23,Estandar,414.0,Bogota,Colombia,Activo,App Movil
100297,Claudia,Rivas,CC,1570433154,1985-01-21,2025-10-17,Premium,807.0,Barranquilla,Colombia,Activo,App Movil
100298,Fabián,Camargo,CC,0676267658,1979-08-18,2026-02-18,Premium,758.0,Barranquilla,Colombia,Activo,Portal Web
100299,Janeth,Salcedo,CC,9327104054,1980-11-26,2025-12-15,Basico,694.0,Cali,Colombia,Activo,Portal Web
100300,Rodolfo,García,CC,2621815997,1997-11-11,2025-12-20,Elite,840.0,Lima,Peru,Activo,Portal Web
100301,Diego,Mejía,CC,2962015336,1995-03-24,2025-11-15,Premium,552.0,Ciudad de Mexico,Mexico,Activo,App Movil
100302,Jhon,Camargo,CC,8444310698,1980-04-23,2025-11-14,Estandar,838.0,Santiago,Chile,Activo,Corresponsal Bancario
100303,Pedro,Sánchez,CC,5061497310,1981-06-14,2025-10-27,Basico,,Barranquilla,,Activo,App Movil
100304,Adriana,Henao,CC,1714677418,1989-07-04,2025-09-08,Elite,,Medellin,,Activo,Portal Web
100305,Yulieth,Arias,CC,6527047743,1986-11-13,2026-02-13,Estandar,522.0,Buenos Aires,Argentina,Inactivo,Corresponsal Bancario
100306,Fredy,Ospina,CC,2115869380,1973-08-18,2025-11-04,Basico,651.0,Cali,Colombia,Activo,App Movil
100307,Héctor,Figueroa,CC,6879374160,1996-08-06,2026-05-02,Basico,688.0,Buenos Aires,Argentina,Activo,Corresponsal Bancario
100308,José,Galeano,CC,9921722332,1981-12-23,2026-07-01,Basico,634.0,Santiago,Chile,Activo,Portal Web
100309,María,García,CC,6329451168,1990-10-30,2025-09-23,Premium,721.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
100310,Catalina,Valencia,CC,4870998616,1991-01-18,2026-07-27,Basico,659.0,Bogota,Colombia,Activo,App Movil
100311,Milena,Ospina,CC,9119148564,1975-01-11,2026-03-25,Estandar,,Buenos Aires,,Activo,App Movil
100312,Jenny,Reyes,CC,9702462996,1979-01-04,2026-08-31,Estandar,593.0,Santiago,Chile,Activo,App Movil
100313,María,Naranjo,CC,5307450544,1979-08-02,2026-02-12,Basico,731.0,Bogota,Colombia,Activo,App Movil
100314,Blanca,Rincón,CC,1324754691,1973-07-11,2026-01-19,Basico,584.0,Ciudad de Mexico,Mexico,Activo,Corresponsal Bancario
100315,Liliana,Rojas,CC,6785082148,1988-02-27,2026-07-03,Estandar,741.0,Barranquilla,Colombia,Activo,Oficina
100316,Lilia,Ocampo,CC,8902330307,1979-12-28,2026-07-07,Estandar,772.0,Bogota,Colombia,Activo,App Movil
100317,Luz,Mosquera,CC,3457861035,1991-10-09,2026-07-31,Basico,483.0,Bogota,Colombia,Activo,Portal Web
100318,Francia,Marín,CC,7985524140,1985-02-02,2026-04-20,Premium,763.0,Barranquilla,Colombia,Activo,Oficina
100319,Ximena,Pérez,CC,9333346800,1990-03-20,2026-04-21,Estandar,856.0,Medellin,Colombia,Activo,App Movil
100320,Danna,Hernández,CC,2903494466,1987-04-03,2026-04-07,Basico,675.0,Lima,Peru,Activo,Corresponsal Bancario
100321,Hernando,Cruz,CC,3748969108,1981-03-04,2025-11-18,Premium,,Ciudad de Mexico,,Activo,Oficina
100322,Dubán,Parada,CC,5899441715,1998-08-04,2025-10-17,Basico,753.0,Ciudad de Mexico,Mexico,Activo,App Movil
100323,Elmer,Bedoya,CC,4443283096,1963-02-07,2025-10-20,Estandar,622.0,Lima,Peru,Activo,Corresponsal Bancario
100324,Alexander,Duarte,CC,0744666099,2001-07-02,2026-06-12,Basico,668.0,Bogota,Colombia,Activo,Corresponsal Bancario
100325,Víctor,Herrera,CC,3875842824,2002-09-28,2025-11-02,Basico,518.0,Medellin,Colombia,Activo,Oficina
100326,Diana,Hernández,CC,4825135346,1975-08-18,2026-01-26,Estandar,663.0,Cali,Colombia,Activo,Corresponsal Bancario
100327,Fabián,Quintero,CC,4947170999,1979-07-21,2026-06-23,Premium,699.0,Barranquilla,Colombia,Activo,Portal Web
100328,Patricia,Campo,CC,8168460223,1980-10-10,2026-05-05,Premium,701.0,Lima,Peru,Activo,App Movil
100329,Nubia,Ospino,CC,7252175250,1981-03-16,2026-06-12,Basico,756.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
100330,María,Castro,CC,2927129666,1988-11-20,2025-12-25,Premium,572.0,Ciudad de Mexico,Mexico,Activo,App Movil
100331,Yolima,Acosta,CC,0083505830,1998-10-31,2026-08-03,Basico,596.0,Medellin,Colombia,Activo,Corresponsal Bancario
100332,Javier,Pineda,CC,3354216894,1988-08-26,2025-12-02,Basico,839.0,Cali,Colombia,Activo,Corresponsal Bancario
100333,Claudia,Bravo,CC,4478985625,1997-03-18,2026-02-27,Basico,,Cali,,Inactivo,Portal Web
100334,Albert,Rincón,CC,3260332309,1976-11-27,2026-08-03,Estandar,670.0,Cali,Colombia,Activo,Portal Web
100335,José,González,CC,0648909010,1989-10-20,2025-09-16,Estandar,643.0,Barranquilla,Colombia,Activo,Portal Web
100336,Luz,González,CC,7618472304,1998-02-27,2026-04-03,Estandar,567.0,Guadalajara,Mexico,Activo,Portal Web
100337,Marisol,López,CC,8499261891,1992-03-03,2026-02-07,Estandar,812.0,Cali,Colombia,Activo,App Movil
100338,Amparo,Serna,CC,7393483564,1984-08-15,2025-11-19,Basico,597.0,Bogota,Colombia,Activo,App Movil
100339,Cecilia,Vásquez,CC,3753001197,1994-09-28,2025-10-12,Basico,537.0,Guadalajara,Mexico,Activo,Oficina
100340,Milena,López,CC,8114374470,1998-01-02,2026-07-08,Basico,604.0,Cali,Colombia,Activo,Corresponsal Bancario
100341,Diana,Pérez,CC,0455611002,1986-05-23,2026-05-21,Basico,449.0,Bogota,Colombia,Activo,Oficina
100342,Alexander,Pérez,CC,5794155216,1986-07-16,2026-01-24,Basico,584.0,Buenos Aires,Argentina,Activo,Oficina
100343,Yenny,Cruz,CC,6762120216,1994-12-13,2026-08-08,Estandar,553.0,Ciudad de Mexico,Mexico,Activo,Portal Web
100344,Emilio,Ramos,CC,9729659027,1994-02-18,2026-07-04,Premium,711.0,Lima,Peru,Activo,Portal Web
100345,Marco,González,CC,6701450899,1986-04-09,2025-12-18,Estandar,582.0,Santiago,Chile,Activo,Corresponsal Bancario
100346,Inés,Arteaga,CC,5889163756,2006-04-10,2026-02-15,Basico,,Buenos Aires,,Activo,Oficina
100347,Milena,Niño,CC,9002877217,2005-01-28,2025-11-29,Premium,789.0,Lima,Peru,Activo,Portal Web
100348,Angélica,Valencia,CC,4083866317,1996-12-25,2026-06-14,Elite,728.0,Lima,Peru,Activo,Corresponsal Bancario
100349,Estefanía,Córdoba,CC,1775170166,1991-08-04,2026-03-23,Basico,628.0,Bogota,Colombia,Activo,App Movil
100350,María,Caicedo,CC,1994883755,1985-01-30,2025-09-10,Basico,664.0,Buenos Aires,Argentina,Activo,App Movil
100351,Augusto,Ayala,CC,7589975711,1971-04-07,2026-06-22,Basico,497.0,Santiago,Chile,Activo,Oficina
100352,Rafael,Torres,CC,5548851027,1977-09-14,2026-07-25,Premium,636.0,Lima,Peru,Activo,App Movil
100353,Isabel,Becerra,CC,6149331637,1990-02-14,2025-09-11,Basico,563.0,Barranquilla,Colombia,Activo,Portal Web
100354,Augusto,Ramírez,CC,5160917798,1988-10-28,2026-04-24,Premium,719.0,Bogota,Colombia,Activo,Corresponsal Bancario
100355,Marcela,Sierra,CC,8086978292,2001-07-23,2026-04-12,Basico,907.0,Lima,Peru,Activo,Portal Web
100356,Miguel,Hernández,CC,6995866934,1989-01-29,2026-06-29,Premium,699.0,Bogota,Colombia,Activo,App Movil
100357,Catalina,Herrera,CC,4722698485,1992-02-19,2026-02-06,Basico,450.0,Santiago,Chile,Activo,Portal Web
100358,Alejandro,Rubio,CC,3339452288,1985-03-24,2025-11-26,Estandar,613.0,Cali,Colombia,Activo,App Movil
100359,Jhon,Ruiz,CC,1587996846,1997-12-10,2026-05-20,Elite,662.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
100360,Mario,Guzmán,CC,0620034244,1982-03-16,2026-07-28,Estandar,,Ciudad de Mexico,,Activo,Portal Web
100361,Milena,Martínez,CC,4380571983,1970-07-24,2025-11-14,Premium,576.0,Ciudad de Mexico,Mexico,Activo,Portal Web
100362,Jairo,Londoño,CC,3840666580,1989-11-05,2025-11-18,Basico,674.0,Barranquilla,Colombia,Activo,App Movil
100363,María,Vargas,CC,9735989334,1984-06-12,2026-07-19,Premium,525.0,Cali,Colombia,Activo,Oficina
100364,Mayerly,Castrillón,CC,1228160648,1979-09-29,2026-06-17,Basico,555.0,Ciudad de Mexico,Mexico,Activo,Corresponsal Bancario
100365,Lina,Pérez,CC,4057202590,1992-10-22,2026-02-09,Basico,714.0,Guadalajara,Mexico,Activo,App Movil
100366,Iván,Pineda,CC,4798515832,1986-01-13,2026-04-15,Basico,548.0,Bogota,Colombia,Activo,Corresponsal Bancario
100367,José,Serna,CC,2688615335,1987-11-12,2025-09-29,Estandar,,Lima,,Activo,App Movil
100368,Vanessa,Jiménez,CC,9878015739,1987-04-05,2026-04-25,Premium,513.0,Santiago,Chile,Activo,App Movil
100369,Jair,Vargas,CC,0561648408,1998-03-03,2026-01-25,Estandar,826.0,Barranquilla,Colombia,Activo,App Movil
100370,Armando,Rivera,CC,8770435811,1987-10-31,2026-07-02,Basico,572.0,Bogota,Colombia,Activo,Oficina
100371,Claudia,Arteaga,CC,8801336138,1982-11-18,2026-06-11,Basico,627.0,Medellin,Colombia,Activo,App Movil
100372,Pablo,Cuéllar,CC,6120750110,1971-01-27,2026-06-20,Basico,683.0,Medellin,Colombia,Activo,Corresponsal Bancario
100373,Gloria,Vargas,CC,1934667665,1976-11-07,2026-05-02,Basico,593.0,Lima,Peru,Activo,App Movil
100374,María,Sandoval,CC,8091901581,1963-01-29,2025-10-23,Basico,664.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
100375,Nancy,Duque,CC,9147660728,1998-07-26,2026-05-17,Basico,707.0,Medellin,Colombia,Activo,App Movil
100376,Marina,Cano,CC,8424508821,1978-05-09,2026-08-29,Basico,746.0,Cali,Colombia,Activo,Oficina
100377,María,Córdoba,CC,6881435368,1985-12-16,2026-05-26,Estandar,729.0,Lima,Peru,Activo,Corresponsal Bancario
100378,Isabel,Díaz,CC,9431290878,1962-03-10,2026-01-23,Basico,632.0,Barranquilla,Colombia,Activo,Corresponsal Bancario
100379,Patricia,Sandoval,CC,4139755231,1997-09-25,2026-07-04,Basico,635.0,Santiago,Chile,Activo,Corresponsal Bancario
100380,Alexandra,García,CC,3577594929,1999-08-05,2026-02-16,Estandar,884.0,Medellin,Colombia,Activo,Oficina
100381,Carlos,Arévalo,CC,6205336452,1996-04-15,2026-01-08,Estandar,744.0,Lima,Peru,Activo,Portal Web
100382,Manuel,Quintero,CC,7775478129,2008-03-18,2025-10-12,Basico,557.0,Lima,Peru,Activo,Portal Web
100383,Ana,Castro,CC,2834110809,1995-03-13,2026-02-06,Basico,659.0,Barranquilla,Colombia,Activo,Oficina
100384,Carlos,Solano,CC,3084887256,1998-07-03,2026-07-02,Premium,616.0,Santiago,Chile,Activo,App Movil
100385,Inés,Perdomo,CC,4278816580,1987-04-05,2026-06-14,Basico,636.0,Cali,Colombia,Activo,Corresponsal Bancario
100386,Alexander,Miranda,CC,9282722992,1984-07-07,2026-08-10,Basico,527.0,Cali,Colombia,Activo,App Movil
100387,Felipe,Ramos,CC,5037314530,1965-10-20,2026-08-10,Estandar,608.0,Cali,Colombia,Activo,Corresponsal Bancario
100388,Enrique,Delgado,CC,5677005184,1977-09-03,2026-03-05,Basico,,Buenos Aires,,Activo,Portal Web
100389,Fredy,Ortiz,CC,8926659184,1995-03-18,2026-05-07,Basico,707.0,Medellin,Colombia,Activo,Portal Web
100390,Leonor,Fajardo,CC,8655779082,1999-06-20,2025-10-10,Basico,400.0,Medellin,Colombia,Activo,App Movil
100391,Estella,Torres,CC,8432225913,1982-12-26,2026-06-04,Basico,771.0,Santiago,Chile,Activo,App Movil
100392,Fabiola,Valencia,CC,1777392603,2003-10-03,2026-02-20,Estandar,758.0,Buenos Aires,Argentina,Activo,Portal Web
100393,María,Córdoba,CC,2280920242,1966-11-14,2026-03-12,Basico,614.0,Guadalajara,Mexico,Activo,Portal Web
100394,José,Parra,CC,9041379772,1973-09-24,2026-07-17,Estandar,721.0,Lima,Peru,Activo,Portal Web
100395,Marina,Peña,CC,2929842579,1994-01-27,2025-09-23,Basico,564.0,Cali,Colombia,Activo,Portal Web
100396,Juan,Torres,CC,6210388629,2008-01-21,2026-07-10,Basico,602.0,Buenos Aires,Argentina,Activo,Oficina
100397,Diana,Acosta,CC,9908811729,1972-05-17,2026-06-01,Basico,799.0,Barranquilla,Colombia,Activo,Oficina
100398,Andrés,Rodríguez,CC,6865086376,1990-06-02,2026-03-08,Basico,622.0,Bogota,Colombia,Activo,Oficina
100399,Judith,Cifuentes,CC,9162473149,1974-01-20,2026-01-23,Estandar,463.0,Medellin,Colombia,Activo,Oficina
100400,Henry,Parra,CC,3009818063,2008-06-14,2025-12-12,Estandar,643.0,Barranquilla,Colombia,Activo,Portal Web
100401,Eduardo,Ruiz,CC,5126944869,1996-05-02,2025-09-27,Basico,642.0,Lima,Peru,Activo,Corresponsal Bancario
100402,Dora,Castro,CC,6368872588,1987-12-01,2025-10-23,Estandar,769.0,Guadalajara,Mexico,Activo,App Movil
100403,Michel,Ojeda,CC,9562137213,1988-04-17,2025-10-13,Estandar,651.0,Lima,Peru,Activo,Corresponsal Bancario
100404,José,Serna,CC,8902601279,1994-01-21,2026-05-21,Basico,607.0,Santiago,Chile,Activo,Oficina
100405,Nohora,Martínez,CC,3519066984,1981-07-27,2025-12-23,Basico,754.0,Santiago,Chile,Activo,Corresponsal Bancario
100406,Alejandro,Hurtado,CC,2770384309,2001-08-24,2026-04-01,Basico,662.0,Guadalajara,Mexico,Activo,Corresponsal Bancario
100407,José,Benavides,CC,9205302146,1990-05-12,2026-03-17,Estandar,574.0,Santiago,Chile,Activo,Corresponsal Bancario
100408,Sonia,Medina,CC,9380118489,1987-05-19,2025-09-15,Estandar,765.0,Lima,Peru,Activo,App Movil
100409,Doris,Corredor,CC,4393769042,1981-10-14,2026-02-19,Estandar,669.0,Buenos Aires,Argentina,Activo,Portal Web
100410,Silvia,López,CC,1845184894,1980-08-23,2026-01-25,Premium,650.0,Medellin,Colombia,Activo,Oficina
100411,Jhon,Paz,CC,9735779071,2001-09-15,2025-11-11,Estandar,667.0,Lima,Peru,Activo,Oficina
100412,Rocío,Flórez,CC,3356588043,2007-01-19,2026-07-13,Basico,542.0,Buenos Aires,Argentina,Inactivo,App Movil
